2013	22	Indianapolis Colts	$56,827,993	$60,055,040	$123,406,700
2013	23	San Diego Chargers	$68,775,272	$46,786,739	$121,678,261
2013	24	New England Patriots	$62,333,132	$54,492,477	$120,938,742
2013	25	Washington Redskins	$61,965,783	$55,317,590	$120,408,373
2013	26	St. Louis Rams	$58,241,239	$58,486,718	$118,245,991
2013	27	Carolina Panthers	$63,031,479	$48,630,894	$113,773,293
2013	28	Buffalo Bills	$48,121,043	$60,932,910	$112,348,620
2013	29	New York Jets	$66,639,497	$42,583,480	$111,242,977
2013	30	Cleveland Browns	$36,954,024	$56,652,059	$99,734,750
2013	31	Jacksonville Jaguars	$44,730,483	$39,031,529	$88,427,137
2013	32	Oakland Raiders	$32,148,937	$36,525,403	$73,971,340
2014	1	San Francisco 49ers	$91,853,431	$68,665,245	$168,170,676
2014	2	Green Bay Packers	$62,934,919	$81,080,339	$149,236,508
2014	3	Philadelphia Eagles	$77,964,841	$65,231,475	$146,602,149
2014	4	New Orleans Saints	$76,077,760	$59,788,982	$141,315,492
2014	5	Miami Dolphins	$64,109,498	$70,902,433	$140,063,129
2014	6	Cincinnati Bengals	$62,230,539	$69,742,134	$137,262,673
2014	7	St. Louis Rams	$64,756,973	$67,867,210	$137,054,301
2014	8	Arizona Cardinals	$68,779,397	$64,284,210	$136,680,774
2014	9	Kansas City Chiefs	$72,551,486	$57,084,593	$134,651,746
2014	10	Atlanta Falcons	$77,847,756	$48,802,790	$132,707,796
2014	11	Seattle Seahawks	$47,909,171	$79,546,285	$132,649,623
2014	12	Detroit Lions	$72,800,724	$56,748,525	$132,004,324
2014	13	New England Patriots	$63,746,385	$63,618,878	$131,657,563
2014	14	New York Giants	$66,294,667	$60,955,309	$131,533,309
2014	15	Baltimore Ravens	$64,601,289	$61,321,515	$130,547,804
2014	16	Chicago Bears	$67,037,324	$56,213,492	$129,392,143
2014	17	Pittsburgh Steelers	$59,700,545	$64,032,480	$128,274,692
2014	18	Tennessee Titans	$67,185,396	$58,506,858	$128,222,046
2014	19	Denver Broncos	$67,985,176	$54,150,815	$127,747,990
2014	20	Washington Redskins	$60,528,953	$64,341,576	$126,815,529
2014	21	Buffalo Bills	$52,441,085	$67,050,993	$123,976,245
2014	22	Indianapolis Colts	$51,106,865	$66,366,415	$123,353,280
2014	23	Houston Texans	$58,788,364	$61,423,316	$123,320,790
2014	24	San Diego Chargers	$67,575,898	$47,375,549	$122,022,697
2014	25	Tampa Bay Buccaneers	$55,617,450	$61,090,533	$120,932,983
2014	26	Cleveland Browns	$48,826,870	$69,539,491	$120,923,361
2014	27	Minnesota Vikings	$63,757,611	$53,542,836	$119,580,978
2014	28	Dallas Cowboys	$59,514,072	$54,334,640	$118,627,998
2014	29	New York Jets	$71,408,387	$39,333,978	$114,982,365
2014	30	Oakland Raiders	$46,859,173	$54,619,321	$106,775,494
2014	31	Jacksonville Jaguars	$46,742,023	$48,888,553	$100,295,701
2014	32	Carolina Panthers	$52,838,622	$41,467,822	$98,852,364
2015	1	Seattle Seahawks	$75,126,186	$85,107,187	$165,501,707
2015	2	Green Bay Packers	$78,302,794	$75,388,573	$159,392,617
2015	3	Denver Broncos	$83,944,068	$69,764,876	$159,078,777
2015	4	Dallas Cowboys	$82,961,083	$70,130,060	$158,805,429
2015	5	Kansas City Chiefs	$70,992,608	$79,376,397	$155,109,672
2015	6	Buffalo Bills	$60,553,049	$86,626,574	$151,798,790
2015	7	Cincinnati Bengals	$70,701,381	$74,533,309	$150,774,690
2015	8	Philadelphia Eagles	$78,943,307	$65,767,559	$148,746,699
2015	9	Cleveland Browns	$64,207,744	$80,135,568	$148,643,312
2015	10	New York Jets	$70,156,147	$73,092,252	$148,308,399
2015	11	Washington Redskins	$69,858,221	$75,604,628	$147,527,849
2015	12	Carolina Panthers	$74,207,559	$67,949,896	$146,703,375
2015	13	Indianapolis Colts	$63,093,991	$76,424,758	$145,918,749
2015	14	San Diego Chargers	$75,623,841	$62,324,486	$142,941,244
2015	15	Minnesota Vikings	$76,616,755	$61,521,429	$142,604,232
2015	16	Pittsburgh Steelers	$75,273,231	$61,653,642	$142,183,540
2015	17	Miami Dolphins	$67,851,289	$71,968,489	$142,020,140
2015	18	Baltimore Ravens	$74,711,562	$60,474,030	$141,616,592
2015	19	New Orleans Saints	$73,426,319	$62,429,207	$141,009,276
2015	20	St. Louis Rams	$64,320,628	$71,490,040	$140,240,786
2015	21	Arizona Cardinals	$73,731,060	$64,098,336	$139,929,896
2015	22	Detroit Lions	$68,660,641	$62,231,511	$135,522,227
2015	23	Houston Texans	$53,697,171	$77,946,201	$135,321,705
2015	24	Atlanta Falcons	$74,633,714	$52,604,962	$134,424,259
2015	25	New England Patriots	$73,937,402	$53,313,714	$134,204,449
2015	26	Tennessee Titans	$45,358,338	$75,785,332	$127,693,670
2015	27	Tampa Bay Buccaneers	$59,633,512	$63,480,472	$125,098,151
2015	28	New York Giants	$66,255,007	$54,622,803	$125,027,810
2015	29	Jacksonville Jaguars	$61,274,677	$61,048,617	$124,471,128
2015	30	San Francisco 49ers	$69,612,602	$49,614,315	$123,932,467
2015	31	Oakland Raiders	$62,085,352	$52,529,134	$121,868,153
2015	32	Chicago Bears	$62,666,600	$48,250,765	$115,728,692
2016	1	Philadelphia Eagles	$112,481,457	$93,391,685	$210,452,475
2016	2	Kansas City Chiefs	$98,410,425	$89,792,185	$192,943,277
2016	3	Jacksonville Jaguars	$82,140,093	$98,595,940	$185,489,575
2016	4	Dallas Cowboys	$104,343,474	$70,284,750	$180,792,510
2016	5	Seattle Seahawks	$79,971,809	$94,341,223	$180,113,032
2016	6	New York Jets	$83,974,353	$90,157,687	$179,182,656
2016	7	Green Bay Packers	$89,793,196	$82,373,774	$179,118,220
2016	8	Washington Redskins	$100,499,052	$74,276,506	$177,892,558
2016	9	Denver Broncos	$70,834,831	$99,507,706	$175,754,872
2016	10	Buffalo Bills	$91,587,617	$78,682,875	$175,564,659
2016	11	Miami Dolphins	$78,108,822	$93,127,656	$174,516,840
2016	12	Cincinnati Bengals	$81,455,885	$85,749,365	$173,855,250
2016	13	Indianapolis Colts	$90,669,504	$75,201,597	$173,221,101
2016	14	New York Giants	$73,267,922	$92,972,478	$172,480,400
2016	15	Arizona Cardinals	$87,111,248	$81,833,296	$172,275,044
2016	16	Houston Texans	$81,080,597	$85,845,905	$171,206,502
2016	17	Minnesota Vikings	$81,530,451	$81,908,904	$168,275,403
2016	18	Oakland Raiders	$80,592,079	$78,054,184	$167,732,930
2016	19	Baltimore Ravens	$86,900,882	$69,971,903	$165,982,785
2016	20	Tampa Bay Buccaneers	$75,760,610	$84,416,609	$164,020,361
2016	21	New Orleans Saints	$89,795,073	$67,157,489	$163,621,312
2016	22	Tennessee Titans	$76,802,863	$79,467,093	$163,360,289
2016	23	San Diego Chargers	$98,479,284	$62,434,605	$162,905,262
2016	24	New England Patriots	$99,879,175	$55,710,935	$162,543,443
2016	25	Los Angeles Rams	$68,047,107	$81,698,904	$155,937,261
2016	26	Atlanta Falcons	$93,603,756	$54,571,998	$154,931,337
2016	27	Chicago Bears	$80,150,560	$67,990,637	$153,712,524
2016	28	Carolina Panthers	$84,423,448	$63,121,124	$153,179,572
2016	29	San Francisco 49ers	$78,698,916	$67,869,729	$151,881,195
2016	30	Detroit Lions	$72,897,911	$70,207,959	$148,811,034
2016	31	Pittsburgh Steelers	$80,499,575	$62,044,167	$145,153,742
2016	32	Cleveland Browns	$67,055,668	$70,652,425	$142,623,093
